"levelName","cancel_e","n_e","cancel_c","n_c","loss","P","profit"
"             ¦                                           °--Experiment          ",4,5,2,2,NA,NA,-17.9849599738416
"             ¦                                               ¦--Not.c           ",4,6,2,2,5.37,0.286489670958556,-1.93759664673569
"             ¦                                               ¦   °--Experiment  ",4,6,2,2,NA,NA,-7.30759664673569
"             ¦                                               ¦       ¦--Not.c   ",4,7,2,2,5.37,0.375180056839049,5.37
"             ¦                                               ¦       °--Canceled",5,7,2,2,-14.92,0.624819943160951,-14.92
"             ¦                                               °--Canceled        ",5,6,2,2,-14.92,0.713510329041444,-24.4283198695719
"             ¦                                                   °--Control     ",5,6,2,2,NA,NA,-9.50831986957185
"             ¦                                                       ¦--Not.c   ",5,6,2,3,5.7,0.25045244605363,5.7
"             ¦                                                       °--Canceled",5,6,3,3,-14.59,0.74954755394637,-14.59
"             °--Canceled                                                        ",1,1,1,1,-14.92,0.498332447132936,-61.8298460022526
"                 °--Control                                                     ",1,1,1,1,NA,NA,-46.9098460022526
"                     ¦--Not.c                                                   ",1,1,1,2,5.7,0.333707579669674,-20.1029632031159
"                     ¦   °--Control                                             ",1,1,1,2,NA,NA,-25.8029632031159
"                     ¦       ¦--Not.c                                           ",1,1,1,3,5.7,0.500908341033561,-6.36990446536052
"                     ¦       ¦   °--Control                                     ",1,1,1,3,NA,NA,-12.0699044653605
"                     ¦       ¦       ¦--Not.c                                   ",1,1,1,4,5.7,0.600373247914558,1.45152328516412
"                     ¦       ¦       ¦   °--Control                             ",1,1,1,4,NA,NA,-4.24847671483588
"                     ¦       ¦       ¦       ¦--Not.c                           ",1,1,1,5,5.7,0.667318385382266,5.39612980735701
"                     ¦       ¦       ¦       ¦   °--Control                     ",1,1,1,5,NA,NA,-0.303870192642991
"                     ¦       ¦       ¦       ¦       ¦--Not.c                   ",1,1,1,6,5.7,0.713818945805983,6.9558674043521
"                     ¦       ¦       ¦       ¦       ¦   °--Control             ",1,1,1,6,NA,NA,1.2558674043521
"                     ¦       ¦       ¦       ¦       ¦       ¦--Not.c           ",1,1,1,7,5.7,0.749760917052674,6.90297968160335
"                     ¦       ¦       ¦       ¦       ¦       ¦   °--Control     ",1,1,1,7,NA,NA,1.20297968160335
"                     ¦       ¦       ¦       ¦       ¦       ¦       ¦--Not.c   ",1,1,1,8,5.7,0.778362724573847,5.7
"                     ¦       ¦       ¦       ¦       ¦       ¦       °--Canceled",1,1,2,8,-14.59,0.221637275426153,-14.59
"                     ¦       ¦       ¦       ¦       ¦       °--Canceled        ",1,1,2,7,-14.59,0.250239082947326,-15.6638880144389
"                     ¦       ¦       ¦       ¦       ¦           °--Control     ",1,1,2,7,NA,NA,-1.07388801443894
"                     ¦       ¦       ¦       ¦       ¦               ¦--Not.c   ",1,1,2,8,5.7,0.666146475384971,5.7
"                     ¦       ¦       ¦       ¦       ¦               °--Canceled",1,1,3,8,-14.59,0.333853524615029,-14.59
"                     ¦       ¦       ¦       ¦       °--Canceled                ",1,1,2,6,-14.59,0.286181054194017,-18.4117713355392
"                     ¦       ¦       ¦       ¦           °--Control             ",1,1,2,6,NA,NA,-3.82177133553922
"                     ¦       ¦       ¦       ¦               ¦--Not.c           ",1,1,2,7,5.7,0.624935713622995,4.63838983868627
"                     ¦       ¦       ¦       ¦               ¦   °--Control     ",1,1,2,7,NA,NA,-1.06161016131373
"                     ¦       ¦       ¦       ¦               ¦       ¦--Not.c   ",1,1,2,8,5.7,0.666751593823868,5.7
"                     ¦       ¦       ¦       ¦               ¦       °--Canceled",1,1,3,8,-14.59,0.333248406176132,-14.59
"                     ¦       ¦       ¦       ¦               °--Canceled        ",1,1,3,7,-14.59,0.375064286377005,-17.9181730800278
"                     ¦       ¦       ¦       ¦                   °--Control     ",1,1,3,7,NA,NA,-3.32817308002779
"                     ¦       ¦       ¦       ¦                       ¦--Not.c   ",1,1,3,8,5.7,0.555043219318492,5.7
"                     ¦       ¦       ¦       ¦                       °--Canceled",1,1,4,8,-14.59,0.444956780681508,-14.59
"                     ¦       ¦       ¦       °--Canceled                        ",1,1,2,5,-14.59,0.332681614617734,-23.5943707145157
"                     ¦       ¦       ¦           °--Control                     ",1,1,2,5,NA,NA,-9.00437071451573
"                     ¦       ¦       ¦               ¦--Not.c                   ",1,1,2,6,5.7,0.571453069087751,1.85636410623125
"                     ¦       ¦       ¦               ¦   °--Control             ",1,1,2,6,NA,NA,-3.84363589376875
"                     ¦       ¦       ¦               ¦       ¦--Not.c           ",1,1,2,7,5.7,0.624159455723655,4.62276875940357
"                     ¦       ¦       ¦               ¦       ¦   °--Control     ",1,1,2,7,NA,NA,-1.07723124059643
"                     ¦       ¦       ¦               ¦       ¦       ¦--Not.c   ",1,1,2,8,5.7,0.665981703272724,5.7
"                     ¦       ¦       ¦               ¦       ¦       °--Canceled",1,1,3,8,-14.59,0.334018296727276,-14.59
"                     ¦       ¦       ¦               ¦       °--Canceled        ",1,1,3,7,-14.59,0.375840544276345,-17.9038180660647
"                     ¦       ¦       ¦               ¦           °--Control     ",1,1,3,7,NA,NA,-3.31381806606466
"                     ¦       ¦       ¦               ¦               ¦--Not.c   ",1,1,3,8,5.7,0.555750711381732,5.7
"                     ¦       ¦       ¦               ¦               °--Canceled",1,1,4,8,-14.59,0.444249288618268,-14.59
"                     ¦       ¦       ¦               °--Canceled                ",1,1,3,6,-14.59,0.428546930912249,-23.486799121254
"                     ¦       ¦       ¦                   °--Control             ",1,1,3,6,NA,NA,-8.89679912125402
"                     ¦       ¦       ¦                       ¦--Not.c           ",1,1,3,7,5.7,0.499761299529366,2.37458697407833
"                     ¦       ¦       ¦                       ¦   °--Control     ",1,1,3,7,NA,NA,-3.32541302592167
"                     ¦       ¦       ¦                       ¦       ¦--Not.c   ",1,1,3,8,5.7,0.555179249584935,5.7
"                     ¦       ¦       ¦                       ¦       °--Canceled",1,1,4,8,-14.59,0.444820750415065,-14.59
"                     ¦       ¦       ¦                       °--Canceled        ",1,1,4,7,-14.59,0.500238700470634,-20.1574284112327
"                     ¦       ¦       ¦                           °--Control     ",1,1,4,7,NA,NA,-5.56742841123275
"                     ¦       ¦       ¦                               ¦--Not.c   ",1,1,4,8,5.7,0.444680709155606,5.7
"                     ¦       ¦       ¦                               °--Canceled",1,1,5,8,-14.59,0.555319290844394,-14.59
"                     ¦       ¦       °--Canceled                                ",1,1,2,4,-14.59,0.399626752085442,-32.3836183312653
"                     ¦       ¦           °--Control                             ",1,1,2,4,NA,NA,-17.7936183312653
"                     ¦       ¦               ¦--Not.c                           ",1,1,2,5,5.7,0.498978531157908,-3.26733844626365
"                     ¦       ¦               ¦   °--Control                     ",1,1,2,5,NA,NA,-8.96733844626365
"                     ¦       ¦               ¦       ¦--Not.c                   ",1,1,2,6,5.7,0.571518411647694,1.9016010314665
"                     ¦       ¦               ¦       ¦   °--Control             ",1,1,2,6,NA,NA,-3.7983989685335
"                     ¦       ¦               ¦       ¦       ¦--Not.c           ",1,1,2,7,5.7,0.625298051460049,4.65056863921179
"                     ¦       ¦               ¦       ¦       ¦   °--Control     ",1,1,2,7,NA,NA,-1.04943136078821
"                     ¦       ¦               ¦       ¦       ¦       ¦--Not.c   ",1,1,2,8,5.7,0.667351830419507,5.7
"                     ¦       ¦               ¦       ¦       ¦       °--Canceled",1,1,3,8,-14.59,0.332648169580493,-14.59
"                     ¦       ¦               ¦       ¦       °--Canceled        ",1,1,3,7,-14.59,0.374701948539951,-17.8979332852303
"                     ¦       ¦               ¦       ¦           °--Control     ",1,1,3,7,NA,NA,-3.30793328523034
"                     ¦       ¦               ¦       ¦               ¦--Not.c   ",1,1,3,8,5.7,0.556040744936898,5.7
"                     ¦       ¦               ¦       ¦               °--Canceled",1,1,4,8,-14.59,0.443959255063102,-14.59
"                     ¦       ¦               ¦       °--Canceled                ",1,1,3,6,-14.59,0.428481588352306,-23.4645751898406
"                     ¦       ¦               ¦           °--Control             ",1,1,3,6,NA,NA,-8.87457518984056
"                     ¦       ¦               ¦               ¦--Not.c           ",1,1,3,7,5.7,0.500386926042961,2.3897194185044
"                     ¦       ¦               ¦               ¦   °--Control     ",1,1,3,7,NA,NA,-3.3102805814956
"                     ¦       ¦               ¦               ¦       ¦--Not.c   ",1,1,3,8,5.7,0.555925057590163,5.7
"                     ¦       ¦               ¦               ¦       °--Canceled",1,1,4,8,-14.59,0.444074942409837,-14.59
"                     ¦       ¦               ¦               °--Canceled        ",1,1,4,7,-14.59,0.499613073957039,-20.1563170955712
"                     ¦       ¦               ¦                   °--Control     ",1,1,4,7,NA,NA,-5.56631709557122
"                     ¦       ¦               ¦                       ¦--Not.c   ",1,1,4,8,5.7,0.444735480750556,5.7
"                     ¦       ¦               ¦                       °--Canceled",1,1,5,8,-14.59,0.555264519249444,-14.59
"                     ¦       ¦               °--Canceled                        ",1,1,3,5,-14.59,0.501021468842092,-32.2606666534825
"                     ¦       ¦                   °--Control                     ",1,1,3,5,NA,NA,-17.6706666534825
"                     ¦       ¦                       ¦--Not.c                   ",1,1,3,6,5.7,0.428974028979865,-3.18511818867896
"                     ¦       ¦                       ¦   °--Control             ",1,1,3,6,NA,NA,-8.88511818867896
"                     ¦       ¦                       ¦       ¦--Not.c           ",1,1,3,7,5.7,0.499780611252542,2.40002461123764
"                     ¦       ¦                       ¦       ¦   °--Control     ",1,1,3,7,NA,NA,-3.29997538876236
"                     ¦       ¦                       ¦       ¦       ¦--Not.c   ",1,1,3,8,5.7,0.55643295274705,5.7
"                     ¦       ¦                       ¦       ¦       °--Canceled",1,1,4,8,-14.59,0.44356704725295,-14.59
"                     ¦       ¦                       ¦       °--Canceled        ",1,1,4,7,-14.59,0.500219388747458,-20.1603619986745
"                     ¦       ¦                       ¦           °--Control     ",1,1,4,7,NA,NA,-5.57036199867454
"                     ¦       ¦                       ¦               ¦--Not.c   ",1,1,4,8,5.7,0.444536126235853,5.7
"                     ¦       ¦                       ¦               °--Canceled",1,1,5,8,-14.59,0.555463873764147,-14.59
"                     ¦       ¦                       °--Canceled                ",1,1,4,6,-14.59,0.571025971020135,-28.5527007505109
"                     ¦       ¦                           °--Control             ",1,1,4,6,NA,NA,-13.9627007505109
"                     ¦       ¦                               ¦--Not.c           ",1,1,4,7,5.7,0.374911205555389,0.117774724470302
"                     ¦       ¦                               ¦   °--Control     ",1,1,4,7,NA,NA,-5.5822252755297
"                     ¦       ¦                               ¦       ¦--Not.c   ",1,1,4,8,5.7,0.443951440338605,5.7
"                     ¦       ¦                               ¦       °--Canceled",1,1,5,8,-14.59,0.556048559661395,-14.59
"                     ¦       ¦                               °--Canceled        ",1,1,5,7,-14.59,0.625088794444611,-22.407785804081
"                     ¦       ¦                                   °--Control     ",1,1,5,7,NA,NA,-7.81778580408097
"                     ¦       ¦                                       ¦--Not.c   ",1,1,5,8,5.7,0.333771029862939,5.7
"                     ¦       ¦                                       °--Canceled",1,1,6,8,-14.59,0.666228970137061,-14.59
"                     ¦       °--Canceled                                        ",1,1,2,3,-14.59,0.499091658966439,-45.3067578241184
"                     ¦           °--Control                                     ",1,1,2,3,NA,NA,-30.7167578241184
"                     ¦               ¦--Not.c                                   ",1,1,2,4,5.7,0.399661664485321,-12.087923331514
"                     ¦               ¦   °--Control                             ",1,1,2,4,NA,NA,-17.787923331514
"                     ¦               ¦       ¦--Not.c                           ",1,1,2,5,5.7,0.500512030617632,-3.31219414803704
"                     ¦               ¦       ¦   °--Control                     ",1,1,2,5,NA,NA,-9.01219414803704
"                     ¦               ¦       ¦       ¦--Not.c                   ",1,1,2,6,5.7,0.570483868760541,1.8805284865612
"                     ¦               ¦       ¦       ¦   °--Control             ",1,1,2,6,NA,NA,-3.8194715134388
"                     ¦               ¦       ¦       ¦       ¦--Not.c           ",1,1,2,7,5.7,0.62489837551456,4.6353504475663
"                     ¦               ¦       ¦       ¦       ¦   °--Control     ",1,1,2,7,NA,NA,-1.0646495524337
"                     ¦               ¦       ¦       ¦       ¦       ¦--Not.c   ",1,1,2,8,5.7,0.666601796331508,5.7
"                     ¦               ¦       ¦       ¦       ¦       °--Canceled",1,1,3,8,-14.59,0.333398203668492,-14.59
"                     ¦               ¦       ¦       ¦       °--Canceled        ",1,1,3,7,-14.59,0.37510162448544,-17.90473311673
"                     ¦               ¦       ¦       ¦           °--Control     ",1,1,3,7,NA,NA,-3.31473311672997
"                     ¦               ¦       ¦       ¦               ¦--Not.c   ",1,1,3,8,5.7,0.555705612778217,5.7
"                     ¦               ¦       ¦       ¦               °--Canceled",1,1,4,8,-14.59,0.444294387221783,-14.59
"                     ¦               ¦       ¦       °--Canceled                ",1,1,3,6,-14.59,0.429516131239459,-23.4799221283319
"                     ¦               ¦       ¦           °--Control             ",1,1,3,6,NA,NA,-8.88992212833191
"                     ¦               ¦       ¦               ¦--Not.c           ",1,1,3,7,5.7,0.500139277239931,2.39045996438588
"                     ¦               ¦       ¦               ¦   °--Control     ",1,1,3,7,NA,NA,-3.30954003561412
"                     ¦               ¦       ¦               ¦       ¦--Not.c   ",1,1,3,8,5.7,0.555961555662192,5.7
"                     ¦               ¦       ¦               ¦       °--Canceled",1,1,4,8,-14.59,0.444038444337808,-14.59
"                     ¦               ¦       ¦               °--Canceled        ",1,1,4,7,-14.59,0.499860722760069,-20.1765903740188
"                     ¦               ¦       ¦                   °--Control     ",1,1,4,7,NA,NA,-5.58659037401875
"                     ¦               ¦       ¦                       ¦--Not.c   ",1,1,4,8,5.7,0.443736304878327,5.7
"                     ¦               ¦       ¦                       °--Canceled",1,1,5,8,-14.59,0.556263695121673,-14.59
"                     ¦               ¦       °--Canceled                        ",1,1,3,5,-14.59,0.499487969382367,-32.2933309737682
"                     ¦               ¦           °--Control                     ",1,1,3,5,NA,NA,-17.7033309737682
"                     ¦               ¦               ¦--Not.c                   ",1,1,3,6,5.7,0.42788820160703,-3.21222127588491
"                     ¦               ¦               ¦   °--Control             ",1,1,3,6,NA,NA,-8.91222127588491
"                     ¦               ¦               ¦       ¦--Not.c           ",1,1,3,7,5.7,0.499149184497031,2.37305523937573
"                     ¦               ¦               ¦       ¦   °--Control     ",1,1,3,7,NA,NA,-3.32694476062427
"                     ¦               ¦               ¦       ¦       ¦--Not.c   ",1,1,3,8,5.7,0.55510375748525,5.7
"                     ¦               ¦               ¦       ¦       °--Canceled",1,1,4,8,-14.59,0.44489624251475,-14.59
"                     ¦               ¦               ¦       °--Canceled        ",1,1,4,7,-14.59,0.500850815502969,-20.1591562813895
"                     ¦               ¦               ¦           °--Control     ",1,1,4,7,NA,NA,-5.56915628138948
"                     ¦               ¦               ¦               ¦--Not.c   ",1,1,4,8,5.7,0.444595550449015,5.7
"                     ¦               ¦               ¦               °--Canceled",1,1,5,8,-14.59,0.555404449550985,-14.59
"                     ¦               ¦               °--Canceled                ",1,1,4,6,-14.59,0.57211179839297,-28.5413785115651
"                     ¦               ¦                   °--Control             ",1,1,4,6,NA,NA,-13.9513785115651
"                     ¦               ¦                       ¦--Not.c           ",1,1,4,7,5.7,0.375493475852798,0.126952013589441
"                     ¦               ¦                       ¦   °--Control     ",1,1,4,7,NA,NA,-5.57304798641056
"                     ¦               ¦                       ¦       ¦--Not.c   ",1,1,4,8,5.7,0.444403746357291,5.7
"                     ¦               ¦                       ¦       °--Canceled",1,1,5,8,-14.59,0.555596253642709,-14.59
"                     ¦               ¦                       °--Canceled        ",1,1,5,7,-14.59,0.624506524147202,-22.4161760095793
"                     ¦               ¦                           °--Control     ",1,1,5,7,NA,NA,-7.82617600957935
"                     ¦               ¦                               ¦--Not.c   ",1,1,5,8,5.7,0.333357515545621,5.7
"                     ¦               ¦                               °--Canceled",1,1,6,8,-14.59,0.666642484454379,-14.59
"                     ¦               °--Canceled                                ",1,1,3,4,-14.59,0.600338335514679,-43.1184829186069
"                     ¦                   °--Experiment                          ",1,1,3,4,NA,NA,-28.5284829186069
"                     ¦                       ¦--Not.c                           ",1,2,3,4,5.37,0.334449445963799,-8.86913546717031
"                     ¦                       ¦   °--Experiment                  ",1,2,3,4,NA,NA,-14.2391354671703
"                     ¦                       ¦       ¦--Not.c                   ",1,3,3,4,5.37,0.499357957854385,-0.111111440214424
"                     ¦                       ¦       ¦   °--Experiment          ",1,3,3,4,NA,NA,-5.48111144021442
"                     ¦                       ¦       ¦       ¦--Not.c           ",1,4,3,4,5.37,0.600444180779924,3.97834456271907
"                     ¦                       ¦       ¦       ¦   °--Experiment  ",1,4,3,4,NA,NA,-1.39165543728093
"                     ¦                       ¦       ¦       ¦       ¦--Not.c   ",1,5,3,4,5.37,0.666749362381423,5.37
"                     ¦                       ¦       ¦       ¦       °--Canceled",2,5,3,4,-14.92,0.333250637618577,-14.92
"                     ¦                       ¦       ¦       °--Canceled        ",2,4,3,4,-14.92,0.399555819220076,-19.6965853166608
"                     ¦                       ¦       ¦           °--Experiment  ",2,4,3,4,NA,NA,-4.77658531666084
"                     ¦                       ¦       ¦               ¦--Not.c   ",2,5,3,4,5.37,0.499921867094093,5.37
"                     ¦                       ¦       ¦               °--Canceled",3,5,3,4,-14.92,0.500078132905907,-14.92
"                     ¦                       ¦       °--Canceled                ",2,3,3,4,-14.92,0.500642042145615,-28.330922877558
"                     ¦                       ¦           °--Experiment          ",2,3,3,4,NA,NA,-13.410922877558
"                     ¦                       ¦               ¦--Not.c           ",2,4,3,4,5.37,0.399860906862189,0.599798171345004
"                     ¦                       ¦               ¦   °--Experiment  ",2,4,3,4,NA,NA,-4.770201828655
"                     ¦                       ¦               ¦       ¦--Not.c   ",2,5,3,4,5.37,0.500236479612864,5.37
"                     ¦                       ¦               ¦       °--Canceled",3,5,3,4,-14.92,0.499763520387136,-14.92
"                     ¦                       ¦               °--Canceled        ",3,4,3,4,-14.92,0.600139093137811,-22.7459915115906
"                     ¦                       ¦                   °--Control     ",3,4,3,4,NA,NA,-7.82599151159061
"                     ¦                       ¦                       ¦--Not.c   ",3,4,3,5,5.7,0.33336660859583,5.7
"                     ¦                       ¦                       °--Canceled",3,4,4,5,-14.59,0.66663339140417,-14.59
"                     ¦                       °--Canceled                        ",2,2,3,4,-14.92,0.665550554036201,-38.4076090394832
"                     ¦                           °--Control                     ",2,2,3,4,NA,NA,-23.4876090394832
"                     ¦                               ¦--Not.c                   ",2,2,3,5,5.7,0.333227966550153,-6.11212536940725
"                     ¦                               ¦   °--Control             ",2,2,3,5,NA,NA,-11.8121253694073
"                     ¦                               ¦       ¦--Not.c           ",2,2,3,6,5.7,0.427585647467786,1.26062309800106
"                     ¦                               ¦       ¦   °--Control     ",2,2,3,6,NA,NA,-4.43937690199894
"                     ¦                               ¦       ¦       ¦--Not.c   ",2,2,3,7,5.7,0.500277136421935,5.7
"                     ¦                               ¦       ¦       °--Canceled",2,2,4,7,-14.59,0.499722863578065,-14.59
"                     ¦                               ¦       °--Canceled        ",2,2,4,6,-14.59,0.572414352532214,-21.5772886517268
"                     ¦                               ¦           °--Control     ",2,2,4,6,NA,NA,-6.98728865172681
"                     ¦                               ¦               ¦--Not.c   ",2,2,4,7,5.7,0.374702382862158,5.7
"                     ¦                               ¦               °--Canceled",2,2,5,7,-14.59,0.625297617137842,-14.59
"                     ¦                               °--Canceled                ",2,2,4,5,-14.59,0.666772033449847,-32.1712322281278
"                     ¦                                   °--Control             ",2,2,4,5,NA,NA,-17.5812322281278
"                     ¦                                       ¦--Not.c           ",2,2,4,6,5.7,0.286293532404891,-1.25441876369584
"                     ¦                                       ¦   °--Control     ",2,2,4,6,NA,NA,-6.95441876369584
"                     ¦                                       ¦       ¦--Not.c   ",2,2,4,7,5.7,0.376322387200797,5.7
"                     ¦                                       ¦       °--Canceled",2,2,5,7,-14.59,0.623677612799203,-14.59
"                     ¦                                       °--Canceled        ",2,2,5,6,-14.59,0.713706467595109,-24.1305088731865
"                     ¦                                           °--Control     ",2,2,5,6,NA,NA,-9.54050887318646
"                     ¦                                               ¦--Not.c   ",2,2,5,7,5.7,0.2488659993501,5.7
"                     ¦                                               °--Canceled",2,2,6,7,-14.59,0.7511340006499,-14.59
"                     °--Canceled                                                ",1,1,2,2,-14.59,0.666292420330326,-60.3358729304195
"                         °--Experiment                                          ",1,1,2,2,NA,NA,-45.7458729304195
"                             ¦--Not.c                                           ",1,2,2,2,5.37,0.333932367304181,-18.451250067695
"                             ¦   °--Experiment                                  ",1,2,2,2,NA,NA,-23.821250067695
"                             ¦       ¦--Not.c                                   ",1,3,2,2,5.37,0.500323290535346,-5.63181925153587
"                             ¦       ¦   °--Experiment                          ",1,3,2,2,NA,NA,-11.0018192515359
"                             ¦       ¦       ¦--Not.c                           ",1,4,2,2,5.37,0.599888095883604,1.17508736042847
"                             ¦       ¦       ¦   °--Experiment                  ",1,4,2,2,NA,NA,-4.19491263957153
"                             ¦       ¦       ¦       ¦--Not.c                   ",1,5,2,2,5.37,0.666190399046428,4.51251355146492
"                             ¦       ¦       ¦       ¦   °--Experiment          ",1,5,2,2,NA,NA,-0.857486448535076
"                             ¦       ¦       ¦       ¦       ¦--Not.c           ",1,6,2,2,5.37,0.714008928615741,5.67219851740958
"                             ¦       ¦       ¦       ¦       ¦   °--Experiment  ",1,6,2,2,NA,NA,0.302198517409578
"                             ¦       ¦       ¦       ¦       ¦       ¦--Not.c   ",1,7,2,2,5.37,0.750231568132557,5.37
"                             ¦       ¦       ¦       ¦       ¦       °--Canceled",2,7,2,2,-14.92,0.249768431867443,-14.92
"                             ¦       ¦       ¦       ¦       °--Canceled        ",2,6,2,2,-14.92,0.285991071384259,-17.1595805809363
"                             ¦       ¦       ¦       ¦           °--Experiment  ",2,6,2,2,NA,NA,-2.23958058093628
"                             ¦       ¦       ¦       ¦               ¦--Not.c   ",2,7,2,2,5.37,0.624959064517679,5.37
"                             ¦       ¦       ¦       ¦               °--Canceled",3,7,2,2,-14.92,0.37504093548232,-14.92
"                             ¦       ¦       ¦       °--Canceled                ",2,5,2,2,-14.92,0.333809600953572,-21.5724946872512
"                             ¦       ¦       ¦           °--Experiment          ",2,5,2,2,NA,NA,-6.6524946872512
"                             ¦       ¦       ¦               ¦--Not.c           ",2,6,2,2,5.37,0.571595518353818,3.12653580667388
"                             ¦       ¦       ¦               ¦   °--Experiment  ",2,6,2,2,NA,NA,-2.24346419332612
"                             ¦       ¦       ¦               ¦       ¦--Not.c   ",2,7,2,2,5.37,0.624767659274218,5.37
"                             ¦       ¦       ¦               ¦       °--Canceled",3,7,2,2,-14.92,0.375232340725782,-14.92
"                             ¦       ¦       ¦               °--Canceled        ",3,6,2,2,-14.92,0.428404481646182,-19.7000939623433
"                             ¦       ¦       ¦                   °--Experiment  ",3,6,2,2,NA,NA,-4.78009396234325
"                             ¦       ¦       ¦                       ¦--Not.c   ",3,7,2,2,5.37,0.499748942220638,5.37
"                             ¦       ¦       ¦                       °--Canceled",4,7,2,2,-14.92,0.500251057779362,-14.92
"                             ¦       ¦       °--Canceled                        ",2,4,2,2,-14.92,0.400111904116396,-29.2586650140622
"                             ¦       ¦           °--Experiment                  ",2,4,2,2,NA,NA,-14.3386650140622
"                             ¦       ¦               ¦--Not.c                   ",2,5,2,2,5.37,0.499696944262763,-1.31074110215178
"                             ¦       ¦               ¦   °--Experiment          ",2,5,2,2,NA,NA,-6.68074110215178
"                             ¦       ¦               ¦       ¦--Not.c           ",2,6,2,2,5.37,0.57059860682398,3.12543653045905
"                             ¦       ¦               ¦       ¦   °--Experiment  ",2,6,2,2,NA,NA,-2.24456346954095
"                             ¦       ¦               ¦       ¦       ¦--Not.c   ",2,7,2,2,5.37,0.62471348104776,5.37
"                             ¦       ¦               ¦       ¦       °--Canceled",3,7,2,2,-14.92,0.37528651895224,-14.92
"                             ¦       ¦               ¦       °--Canceled        ",3,6,2,2,-14.92,0.42940139317602,-19.711419121267
"                             ¦       ¦               ¦           °--Experiment  ",3,6,2,2,NA,NA,-4.79141912126702
"                             ¦       ¦               ¦               ¦--Not.c   ",3,7,2,2,5.37,0.499190777660571,5.37
"                             ¦       ¦               ¦               °--Canceled",4,7,2,2,-14.92,0.500809222339429,-14.92
"                             ¦       ¦               °--Canceled                ",3,5,2,2,-14.92,0.500303055737237,-27.3508057439971
"                             ¦       ¦                   °--Experiment          ",3,5,2,2,NA,NA,-12.4308057439971
"                             ¦       ¦                       ¦--Not.c           ",3,6,2,2,5.37,0.429309813135594,0.594037086098605
"                             ¦       ¦                       ¦   °--Experiment  ",3,6,2,2,NA,NA,-4.7759629139014
"                             ¦       ¦                       ¦       ¦--Not.c   ",3,7,2,2,5.37,0.499952542439557,5.37
"                             ¦       ¦                       ¦       °--Canceled",4,7,2,2,-14.92,0.500047457560443,-14.92
"                             ¦       ¦                       °--Canceled        ",4,6,2,2,-14.92,0.570690186864406,-22.2289290869475
"                             ¦       ¦                           °--Experiment  ",4,6,2,2,NA,NA,-7.3089290869475
"                             ¦       ¦                               ¦--Not.c   ",4,7,2,2,5.37,0.375114387040537,5.37
"                             ¦       ¦                               °--Canceled",5,7,2,2,-14.92,0.624885612959463,-14.92
"                             ¦       °--Canceled                                ",2,3,2,2,-14.92,0.499676709464654,-42.0342179858035
"                             ¦           °--Experiment                          ",2,3,2,2,NA,NA,-27.1142179858035
"                             ¦               ¦--Not.c                           ",2,4,2,2,5.37,0.399639733846982,-8.96181692615514
"                             ¦               ¦   °--Experiment                  ",2,4,2,2,NA,NA,-14.3318169261551
"                             ¦               ¦       ¦--Not.c                   ",2,5,2,2,5.37,0.499815116010482,-1.26970085665157
"                             ¦               ¦       ¦   °--Experiment          ",2,5,2,2,NA,NA,-6.63970085665157
"                             ¦               ¦       ¦       ¦--Not.c           ",2,6,2,2,5.37,0.571835817951361,3.13266014261356
"                             ¦               ¦       ¦       ¦   °--Experiment  ",2,6,2,2,NA,NA,-2.23733985738644
"                             ¦               ¦       ¦       ¦       ¦--Not.c   ",2,7,2,2,5.37,0.62506949938953,5.37
"                             ¦               ¦       ¦       ¦       °--Canceled",3,7,2,2,-14.92,0.37493050061047,-14.92
"                             ¦               ¦       ¦       °--Canceled        ",3,6,2,2,-14.92,0.428164182048639,-19.6912037137867
"                             ¦               ¦       ¦           °--Experiment  ",3,6,2,2,NA,NA,-4.77120371378675
"                             ¦               ¦       ¦               ¦--Not.c   ",3,7,2,2,5.37,0.500187101341215,5.37
"                             ¦               ¦       ¦               °--Canceled",4,7,2,2,-14.92,0.499812898658785,-14.92
"                             ¦               ¦       °--Canceled                ",3,5,2,2,-14.92,0.500184883989518,-27.3842766617399
"                             ¦               ¦           °--Experiment          ",3,5,2,2,NA,NA,-12.4642766617399
"                             ¦               ¦               ¦--Not.c           ",3,6,2,2,5.37,0.427656624320808,0.603825862059197
"                             ¦               ¦               ¦   °--Experiment  ",3,6,2,2,NA,NA,-4.7661741379408
"                             ¦               ¦               ¦       ¦--Not.c   ",3,7,2,2,5.37,0.500434985808733,5.37
"                             ¦               ¦               ¦       °--Canceled",4,7,2,2,-14.92,0.499565014191267,-14.92
"                             ¦               ¦               °--Canceled        ",4,6,2,2,-14.92,0.572343375679192,-22.2288006329908
"                             ¦               ¦                   °--Experiment  ",4,6,2,2,NA,NA,-7.30880063299079
"                             ¦               ¦                       ¦--Not.c   ",4,7,2,2,5.37,0.375120717940326,5.37
"                             ¦               ¦                       °--Canceled",5,7,2,2,-14.92,0.624879282059674,-14.92
"                             ¦               °--Canceled                        ",3,4,2,2,-14.92,0.600360266153018,-39.1976637718586
"                             ¦                   °--Experiment                  ",3,4,2,2,NA,NA,-24.2776637718586
"                             ¦                       ¦--Not.c                   ",3,5,2,2,5.37,0.333799322044066,-7.09620528452733
"                             ¦                       ¦   °--Experiment          ",3,5,2,2,NA,NA,-12.4662052845273
"                             ¦                       ¦       ¦--Not.c           ",3,6,2,2,5.37,0.427922232563395,0.584191935676194
